id,city,hotel_name,hotel_rating,comment,comment_rating
980,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Brilliant place to stay",10
981,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Good",7.0
982,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Wonderful location,great view and caring staff. We felt welcomed and enjoyed our staycation very much.",9.0
983,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Worth the view",5.0
984,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Superb",9.0
985,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Good day",7.0
986,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Exceptional",10
987,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Exceptional",10
988,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"素晴らしいホスピタリティ",10
989,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"A pleasure as always",10
990,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Exceptional",10
991,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Exceptional",10
992,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Superb",9.0
993,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Heerlijk verblijf",9.0
994,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"One of the best hotels in bangkok",9.0
995,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Luxury rooms with great views but go elsewhere to eat and drink",9.0
996,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Superb",9.0
997,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Very good",8.0
998,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Exceptional",10
999,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Disappointing",4.0
1000,"Bangkok","lebua at State Tower (The World’s First Vertical Destination)",8.8,"Exceptional",10
1001,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1002,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1003,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1004,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1005,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1006,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Another first class stay",10
1007,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Spa Aroma-Massage war super",10
1008,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1009,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1010,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Erholsame Oase im hektischen Bangkok",10
1011,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"A luxury experience with staff clearly contented in their work whose sincerity seemed genuine.",9.0
1012,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"It will take a lot to beat this property",10
1013,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1014,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1015,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1016,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1017,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Good experience",8.0
1018,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1019,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Good",7.0
1020,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Staff war einfach super!",8.0
1021,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Room service needs improvement.",8.0
1022,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1023,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"GOOD",7.0
1024,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Wonderful hotel with even better staff",10
1025,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1026,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1027,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1028,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1029,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"จะเข้าพักอีกครั้ง",10
1030,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1031,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Cracking,had a wonderful stay",9.0
1032,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Almost perfect Hotel. I recommend this hotel to all the people.",10
1033,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1034,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1035,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1036,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1037,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1038,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1039,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1040,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"心地良かった。",9.0
1041,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1042,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Wonderful stay indeed! I will definitely go back and have a staycation. :)",9.0
1043,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1044,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"bella vacanza",10
1045,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1046,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1047,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1048,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Excellent hotel",10
1049,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1050,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Qualité et service au top",9.0
1051,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1052,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1053,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1054,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Good",7.0
1055,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"still a great place.",8.0
1056,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Qualité et service au top",9.0
1057,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1058,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1059,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1060,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1061,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Parfait",10
1062,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1063,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1064,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1065,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Luxury city break.",10
1066,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"The only place I will stay in Bangkok",10
1067,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"2 nights",10
1068,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1069,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1070,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Will be returning to Bangkok in the very near future and planning on staying at this hotel again.",10
1071,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Wonderful service,great Jazz music at night (they take requests) and a beautiful pool!",9.0
1072,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Good",7.0
1073,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Had a great stay",10
1074,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1075,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1076,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",9.6
1077,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1078,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1079,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good all round",9.0
1080,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Superb",9.0
1081,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1082,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"さいこう",9.2
1083,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1084,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Good",7.5
1085,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1086,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1087,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1088,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1089,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1090,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Very good",8.0
1091,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1092,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1093,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Relaxing and exactly as described",10
1094,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1095,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1096,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",9.6
1097,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1098,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"家族とリラックス出来た",9.0
1099,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",9.6
1100,"Bangkok","Sheraton Grande Sukhumvit,a Luxury Collection Hotel,Bangkok",9.2,"Exceptional",10
1101,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1102,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1103,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Staycation",9.0
1104,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1105,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1106,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Good",7.0
1107,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1108,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1109,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Sunny-windy (ohmjom)",10
1110,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1111,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"ปลั๊กไฟใช้ไม่ได้ต้องใช้adapter ซึ่งไม่เพียงพอ จองที่พักไปสามคนแต่ได้ของใช้ผ้าขนหนูแค่2ชุด",5.4
1112,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1113,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1114,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1115,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1116,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Passable",5.0
1117,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1118,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1119,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1120,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1121,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1122,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Good",7.0
1123,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1124,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1125,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"แนะนำให้เข้าพักค่ะ",10
1126,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1127,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1128,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1129,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1130,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Pleasant",6.0
1131,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1132,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1133,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1134,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1135,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Meilleur rapport qualité/prix dans le quartier pour les familles avec enfants pour un vrai 5 étoiles",10
1136,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1137,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1138,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1139,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1140,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1141,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"ชอบมากๆ",10
1142,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Really enjoyed our staycation!",10
1143,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1144,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1145,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1146,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1147,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"So good",10
1148,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Relaxing",10
1149,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1150,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1151,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1152,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"séjour formidable et service impeccable",7.0
1153,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1154,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"ดีค่ะห้องพักราคาไม่แรง 1,090 บาท ได้พักที่สะอาดกลางเมือง",7.0
1155,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"EXCELLENT!",10
1156,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1157,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1158,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1159,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Pleasant",6.0
1160,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"General are good ..no one help us to carry the luggage",9.0
1161,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1162,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1163,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Good",7.0
1164,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"ทำเลดีมาก",8.0
1165,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1166,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1167,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"ดีมากถึงมากที่",10
1168,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Two thumbs up.",8.0
1169,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"อาหารเช้าไลน์น้อยเกินไปจากที่เคยไปมา",7.0
1170,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"ทำเลดี สะดวก คุ้มค่า",8.0
1171,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1172,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1173,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"A la hauteur de mes attentes",10
1174,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1175,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1176,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1177,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1178,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1179,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Good",7.0
1180,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1181,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1182,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Perfect for what we wanted",9.0
1183,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1184,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Passable",5.0
1185,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1186,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1187,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"beautiful,reminiscing and excellent stay. so relaxing and calm,wants to be back again.",9.0
1188,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1189,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Bonjour un séjour agréable vécu à cet établissement et le prolongement a été irrévocable ! Je recommande vivement",9.0
1190,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1191,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1192,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1193,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1194,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1195,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1196,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1197,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Won't stay at Novotel again",3.0
1198,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Very good",8.0
1199,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Exceptional",10
1200,"Bangkok","Novotel Bangkok Platinum Pratunam - SHA Certified",8.5,"Superb",9.0
1201,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1202,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1203,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1204,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1205,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1206,"Bangkok","The Quarter Ari by UHG",8.9,"Pleasant",6.0
1207,"Bangkok","The Quarter Ari by UHG",8.9,"Good for work trip",8.0
1208,"Bangkok","The Quarter Ari by UHG",8.9,"十分不錯",9.0
1209,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1210,"Bangkok","The Quarter Ari by UHG",8.9,"Fair stay,nothing overwhelming. Staff was correct,but all extremely un personally and cold related to the staff. The r",4.0
1211,"Bangkok","The Quarter Ari by UHG",8.9,"Good value for money. Nice hotel",9.0
1212,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1213,"Bangkok","The Quarter Ari by UHG",8.9,"Good",7.0
1214,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1215,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1216,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1217,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1218,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1219,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1220,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1221,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1222,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1223,"Bangkok","The Quarter Ari by UHG",8.9,"Noisy AC",7.0
1224,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1225,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1226,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1227,"Bangkok","The Quarter Ari by UHG",8.9,"Very poor",2.0
1228,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1229,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1230,"Bangkok","The Quarter Ari by UHG",8.9,"Good",7.0
1231,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1232,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1233,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1234,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1235,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1236,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1237,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1238,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1239,"Bangkok","The Quarter Ari by UHG",8.9,"ดีมากๆเกินคาด",10
1240,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
1241,"Bangkok","The Quarter Ari by UHG",8.9,"Superb",9.0
1242,"Bangkok","The Quarter Ari by UHG",8.9,"Very good",8.0
1243,"Bangkok","The Quarter Ari by UHG",8.9,"Exceptional",10
